		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 14.986328	M = 7681	N = 8	m = 9	n = 61448
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000111101   10    8   11    7    7    6    6    9 28.576584 0.000376 FAILURE  28
000111111    6    5    5    9    8    8    4    8 40.207932 0.000003 FAILURE  29
001000011   19   18   18   19   13   15   18   21  6.865472 0.551215 SUCCESS  30
001000101   12   13   10   13   18   13   11   15  4.867079 0.771684 SUCCESS  31
001000111   16   14   16   14   11   14   14   14  1.572693 0.991434 SUCCESS  32
001001011   24   18   19   28   22   19   21   18 26.637173 0.000817 FAILURE  33
001001101    6    5    6    3    5    4    9    5 52.461690 0.000000 FAILURE  34
001001111   10   15   16   11   13   10   16   14  5.004973 0.757044 SUCCESS  35
001010011    5   10    9    7    5    8    6    5 38.143285 0.000007 FAILURE  36
001010101   21   21   24   23   22   28   24   25 42.599809 0.000001 FAILURE  37
001010111   21   15   17   20   15   19   14   17  5.963502 0.651320 SUCCESS  38
001011011   20   24   18   22   20   18   18   22 17.729781 0.023346 SUCCESS  39
001011101   20   19   13   16   18   14   18   16  4.577016 0.801679 SUCCESS  40
001011111   10   17   16   14   13   17   13   11  4.051023 0.852491 SUCCESS  41
001100101    8    6   13   13   16   11   11   11 12.834796 0.117662 SUCCESS  42
001100111   10   12   12   12   12   10   10   17  7.881905 0.445090 SUCCESS  43
001101011   11   15   15   11   12   19   15   14  3.983961 0.858568 SUCCESS  44
001101101    7    7    6   12   10    8   10    9 24.242334 0.002087 FAILURE  45
001101111   16   18   17   21   13   19   22   19  9.355114 0.313230 SUCCESS  46
001110101   13    8   11   14   10   11   14   14  7.744011 0.458867 SUCCESS  47
001110111   10   14    9   11   15   11    7   10 12.555236 0.128096 SUCCESS  48
001111011    7    7    7    4    3    4    4    8 51.429366 0.000000 FAILURE  49
001111101   18   17   14   12   15   15   13   17  2.139353 0.976439 SUCCESS  50
001111111   13   11    7   11   11   11   11    8 13.512956 0.095377 SUCCESS  51
010000011   15   14   16   16   18   15   15   19  1.945708 0.982631 SUCCESS  52
010000111   15   17   18   18   14   17   12   17  2.773075 0.947781 SUCCESS  53
010001011   18   15   12   17   22   14   16   14  5.117282 0.744971 SUCCESS  54
010001111   18   19   18   16   16   14   19   15  3.682587 0.884567 SUCCESS  55
010010011   17   15   14   19   16   13   19   14  2.978032 0.935729 SUCCESS  56
010010111   17   15   12   18   10   17   15   12  4.129397 0.845264 SUCCESS  57
010011011    2    9    6    5    8    4    6    4 52.118839 0.000000 FAILURE  58
010011111   11   13   11   13   13   12   14   12  4.304189 0.828689 SUCCESS  59
010100011    8   11   10   13   13   12   12   10  9.663222 0.289463 SUCCESS  60
010100111   10    9   10   10    5    8   11    8 22.315581 0.004364 FAILURE  61
010101011   29   23   26   27   23   31   24   28 75.668904 0.000000 FAILURE  62
010101111   19   14   19   19   14   17   11   19  5.952190 0.652587 SUCCESS  63
010110011   20   18   28   22   28   18   20   19 32.574178 0.000073 FAILURE  64
010110111    9   12   16   18   15   13   14   19  5.232553 0.732456 SUCCESS  65
010111011   14    7    6    8    8    9    7    6 29.198995 0.000293 FAILURE  66
010111111   11   16   19   12   14   18   14   14  3.719484 0.881504 SUCCESS  67
011000111   23   23   16   23   20   25   20   23 28.161554 0.000444 FAILURE  68
011001111   22   20   22   20   22   18   21   19 17.871446 0.022211 SUCCESS  69
011010111    6    9   11    4    5   11   10   10 28.856144 0.000336 FAILURE  70
011011111    7    8   10   14    8    9    8    7 23.142948 0.003185 FAILURE  71
011101111   14   14   13   14   14    9   11   10  5.821029 0.667271 SUCCESS  72
011111111   14   10   13   10   11    9   11   11  9.525327 0.299933 SUCCESS  73
100000000   29   28   24   23   25   26   23   25 61.864371 0.000000 FAILURE  74
100010000   10   13   11    8    9    9    9   13 14.131596 0.078399 SUCCESS  75
100100000    9    5    5    7    6    5    5    6 45.507444 0.000000 FAILURE  76
100101000   16   12   16   13   18   13   17   19  3.317112 0.912911 SUCCESS  77
100110000   12    8    8    7    6   10   10    6 26.306981 0.000930 FAILURE  78
100111000   35   32   34   29   33   29   31   33 162.006753 0.000000 FAILURE  79
101000000    9   13    6    8   10    9   13   14 16.200014 0.039605 SUCCESS  80
101000100    4    5    7    4    8    4    6    6 50.739894 0.000000 FAILURE  81
101001000   11    9   14   11   10   13    9   11 10.281862 0.245798 SUCCESS  82
101001100    9   12   13   10   12   12   13   15  6.573793 0.583235 SUCCESS  83
101010000   16   19   10   13   12   23   15   14  8.277544 0.406839 SUCCESS  84
101010100    7    9   10    4    4   10   12    9 30.026362 0.000209 FAILURE  85
101011000   27   26   22   25   23   26   19   24 48.123130 0.000000 FAILURE  86
101011100   16   13   11   12   16   16   14   12  2.877035 0.941836 SUCCESS  87
101100000   24   23   29   27   26   27   26   26 68.561681 0.000000 FAILURE  88
101100100   25   20   17   22   20   19   20   18 17.521054 0.025118 SUCCESS  89
101101000   26   24   26   21   23   24   22   23 42.670641 0.000001 FAILURE  90
101101100   13   15   11   17   10   10   16   16  5.217471 0.734100 SUCCESS  91
101110000   12   13   10   12   13    7   11   10 10.695545 0.219554 SUCCESS  92
101110100    9   14   11   14   16   15   12   14  4.453395 0.814077 SUCCESS  93
101111000   26   19   23   26   27   21   24   20 42.044460 0.000001 FAILURE  94
101111100   12   12   13   19   12   14    9   12  6.380148 0.604730 SUCCESS  95
110000000   21   19   19   17   22   20   20   19 12.962994 0.113129 SUCCESS  96
110000010   15   14   15    9   14   13   15   12  3.491904 0.899817 SUCCESS  97
110000100   16   13   13   13   12    8   12   15  5.481948 0.705039 SUCCESS  98
110001000   17   17   16   14   19   13   16   17  2.430224 0.964905 SUCCESS  99
110001010   11   12   11   16   12   11   10   11  7.397389 0.494426 SUCCESS 100
110010000   14   11   10   14   12   11   10   10  8.083091 0.425396 SUCCESS 101
110010010   23   20   17   24   21   18   18   19 16.898644 0.031182 SUCCESS 102
110010100   15   16   17   18   20   18   18   17  4.241706 0.834684 SUCCESS 103
110011000   13    8   10   11   11   13   16   13  8.157694 0.418220 SUCCESS 104
110011010   14   15   20   15   15   12   13   18  3.313342 0.913184 SUCCESS 105
110100000    9    9   12    9    8    9   13   14 14.202429 0.076639 SUCCESS 106
110100010    9   11   10   11    9   14    7    7 17.709312 0.023515 SUCCESS 107
110100100    8    6    8   12    9    8    7    9 25.617508 0.001221 FAILURE 108
110101000   12   17   14   13   19   16   16   14  2.553037 0.959212 SUCCESS 109
110101010   15   11   12    8    5   13   12   12 13.453436 0.097172 SUCCESS 110
110101100   28   25   19   23   22   25   22   18 38.451662 0.000006 FAILURE 111
110110000   11   13   19   16   15   17   17   17  3.387945 0.907710 SUCCESS 112
110110010   23   22   19   21   22   22   21   24 26.301864 0.000932 FAILURE 113
110110100   11   10   13    7   10    9   10    9 15.849622 0.044584 SUCCESS 114
110111000   10   12    9    9   10   11   14    9 12.618527 0.125666 SUCCESS 115
110111010    5    6    5    8    8   10    5    7 39.037714 0.000005 FAILURE 116
110111100   25   24   23   28   25   24   25   26 56.411882 0.000000 FAILURE 117
111000000   17   16   17   15   22   17   19   13  5.683942 0.682587 SUCCESS 118
111000010   43   39   45   42   43   36   40   45 396.089943 0.000000 FAILURE 119
111000100   13   12    8    8   12    8   10    7 17.709312 0.023515 SUCCESS 120
111000110   29   23   29   32   31   33   32   28 123.153630 0.000000 FAILURE 121
111001000   11   10    8   14   10    7   12    6 18.536679 0.017544 SUCCESS 122
111001010   24   23   22   28   23   26   22   24 46.882079 0.000000 FAILURE 123
111001100    8    6    7    7    8    7   11   11 27.682155 0.000539 FAILURE 124
111010000    5   11    8    8   11    8    9    9 24.104439 0.002201 FAILURE 125
111010010    8    9   11   13   12    9    6    9 18.327952 0.018898 SUCCESS 126
111010100   23   23   21   20   21   22   22   23 26.786380 0.000770 FAILURE 127
111010110   15   13   13   16   13   15   16   15  0.957824 0.998501 SUCCESS 128
111011000    0    2    5    2    1    4    5    5 81.176873 0.000000 FAILURE 129
111011010   10   14   13    6   11    9    8    9 17.023610 0.029864 SUCCESS 130
111011100    8   12    5    7    6   12    7    5 32.709649 0.000069 FAILURE 131
111100000   12   15   13   12   14   15   13   11  2.936556 0.938276 SUCCESS 132
111100010   14   10   13   16    9    8   12   12  9.190018 0.326521 SUCCESS 133
111100100    9    6   10   15    9    5   15    5 25.975441 0.001061 FAILURE 134
111100110   24   20   25   20   24   22   26   24 38.939949 0.000005 FAILURE 135
111101000    6   11    8    9    6    8    6   10 28.714479 0.000356 FAILURE 136
111101010   13   18   13    5   13   18   11   10 11.754263 0.162509 SUCCESS 137
111101100    5    7    8    7    4    9    8   12 33.809034 0.000044 FAILURE 138
111101110    7   10   10    9    7   13    7    4 27.685926 0.000538 FAILURE 139
111110000   11   10    6    8    9   12    8   13 18.465847 0.017993 SUCCESS 140
111110010   20   18   17   20   17   14   20   16  6.522621 0.588900 SUCCESS 141
111110100    7    8    7   10    5    7    4    8 36.835172 0.000012 FAILURE 142
111110110    5    5    7    4    5    9    8    7 43.580691 0.000001 FAILURE 143
111111000   12   14   12   12    8   14   10   14  7.125371 0.523169 SUCCESS 144
111111010    8   11   12   13   10    9    9    8 15.368876 0.052357 SUCCESS 145
111111100   14   14   13    9   11   11   15   11  6.163880 0.628881 SUCCESS 146
111111110   14   10   13   10   11    9   11   11  9.525327 0.299933 SUCCESS 147

